Tweet,Target 1,Stance 1,seen?,GT Target
"Why should other people's children be put at risk for someones religious beliefs? What gives them the right to to refuse such. Why is religion allowed to negate public safety? Why do we allow religious beliefs primacy over scientific facts, and knowledge?",religious beliefs,AGAINST,1,invalid
"The problem is wound up in a simple fact: Division I and probably most of Div II and a lot of Division III institutions serve as (unpaid and unacknowledged) minor league franchises in football and basketball. (That is not the case for baseball.) Academics are secondary. The answer to the dilemma is clear but unlikely: divorce the franchise and the academic operations. Athletes recruited (or volunteering) for either sport should not be expected to enroll for degrees or take classes. They may opt to do so, but must achieve and have access to certain kinds of academic support. Those athletes in either sport who opt not to enroll or who enroll but find they must drop out would be assured places as students for (pick a number of years), beyond the their collegiate playing days. Frankly, I'd prefer simply to force the NFL and the NBA to set up a separate minor league system, as MLB has for many decades. But, given alumni and other pressures, that is unlikely. So, admit the true nature of the relationship (of great advantage to NFL owners) and work around it, without compromising the academic enterprise.",volunteering,AGAINST,1,invalid
"The argument over punishing overweight people is a classic battle over manipulation and control, as antidemocratic and aristocratic as they come. It presumes that an employer or an insurance company has a right to make a judgment on employees' personal lives, which is every bit as offensive as arguing that the government should do it. We have reached a sorry state in our Calvinist existence when we presume to judge why people look the way they do at what may be a genetic level.",control,AGAINST,1,invalid
"Totally agree with this view, but I have not heard any comments pertaining the posture of Big Farming and their supporters. Regardless I will gladly pay the higher price of vegetables if I new it helps a family owned business.",grass-root,AGAINST,1,invalid
"This is ridiculous - if parents who home school their children get a tax break or tax credit, then the people without children in the school system should be afforded the same tax break....I have NO children in school, but my taxes go to support the public school system....so if home school parents get a tax break, be prepared to also offer tax credits and tax breaks to citizens who do not have children!",school system,AGAINST,1,invalid
"The truth is there have been excellent wealthy politicians - Washington, FDR, Kenedy and excellent politicians of modest means Lincoln, Truman and Eisenhpower certainly come to mind. I am not at all sure that the wealthy are any more or less likely to be corrupt. Consider the titans of Wall Street. There's more money there than any politician is ever likely to have andd yet I see no reduced desire for more. Do you?",wealthy,AGAINST,1,invalid
"HI speaking from being in the military, i feel that we should not work with Syria. I feel that we need to go into SYRIA with the same inteligence that we had to get Osama Bin Laden. I think that we should order up troops, and get together with our allies and send a message not only too ISIS, but to the whole world that you mess with the USA you going to get the BUSINESS",cooperation,AGAINST,1,invalid
"With regard to the assertion that larger airplanes carrying more people will accommodate higher passenger volumes as opposed to more flights (and runways) for conventional aircraft (737s, etc.), not so. An Airbus 380 or Boeing 787 cannot be economically operated between San Francisco and LA at prices and costs competitive with smaller passenger planes. Hence, without relieving SF-LA air traffic with high speed rail, our airspace will not be able to handle the traffic. Already a quarter of intra-state flights are late due to air congestion.",aircraft design,AGAINST,1,invalid
"The whole media mess surrounding the royals is a consequence of the promotional fervor with which royal households (aka, public relations experts) developed stage-set performances for the public to devour. Prior to the Victorian era, those elaborate and lethally expensive weddings, coronations, and funerals - and the fairy tales that went along with them - just didn't exist.",media,AGAINST,1,invalid
"No intelligent person thinks that all Muslims are terrorists or terrorist sympathizers, but no intelligent person believes that there will be no Muslim terrorist amongst 10,000 Syrian refugees. That most of the Muslim terrorists in the US were children of immigrants is hardly reassuring. We have more than enough homegrown religious fundamentalists. It is hard to see any benefit to the American people of importing even more.",religious fundamentalism,AGAINST,1,invalid
"I'm 73. I wanted to be a perfect mother. Did I make mistakes? Let me count the ways. Still, I love my children for whom they are. / But here's one thing I know: If you are not a good LISTENER and you don't ask the right questions, you are making a major mistake. / We all go through periods of difficulty. If we can find a way to express our frustrations, we can work things out. But, if the educators are into criticism and humiliation as a learning-motivation and the parents are in the same mode, where does a young person go to communicate? We isolate our children when they are suffering and we make them into monsters. // Jean Clelland-Morin",learning-motivation,AGAINST,1,invalid
"A classic example of the anthropocentric mindset--only humans matter. How much wildlife is left in Japan and the Netherlands? Doesn't the rest of creation matter? As for Africa and the Middle East--the disaster is just beginning. Too many people, women with no rights, no jobs, religious fanatacism....it's going to get much, much worse.",south,AGAINST,1,invalid
"Obviously they SHOULD NOT. Such people are often narrow minded and ignorant, and want to keep their children the same way. How a state would write such a law says something about the sickness of their legislature. How about parents who DON'T LIKE ANYTHING? Will the school have to write an entire curriculum for them and assign a teacher to work with this child and teach whatever worthless nonsense the parent's desire?",child-computer,AGAINST,1,invalid
"To reward Bibi Netanyahu for his aggressive and hostile actions by such a move would be criminal. It would make the removal of the embassy back to Tel Aviv by Trump's successor send a message we wouldn't want to send, but would find unavoidable if peace were to be achieved.",security and security,AGAINST,1,invalid
"The best social tool against ""the trauma of economic distress, family dislocation, mental illness, environmental stress"" is an intact Black family. Unfortunately, there's nothing third parties can do about that. The last 40 years of failure of the war on poverty, with its $4 trillions spent, should provide sobering evidence to this fact.",mental illness,AGAINST,1,invalid
"I haven't read through all the comments, but I strongly feel that diet (and what keeps one healthy) is extremely individual and dependent on many things-including allergies, sensitivities, previous medical history, religious experience, and emotional situations, to name a few. I grew up with a father who was a heavy smoker. Possibly as a result, I was given large doses of steroids (to which I became addicted) because I had asthma throughout much of my adolescence. I was also put on thyroid medication for seven years unnecessarily because, at that time, the measures for thyroid were faulty. So today I suffer from osteoporosis and so have adopted a diet rich in calcium. Fortunately, I am not too lactose intolerant and can handle milk products, unless I pick up a virus. I mention all of this to point out that we all have our individual food needs and shouldn't feel compelled to tell others what's good for them.",ex,AGAINST,1,invalid
"Here's some over-regulation to an absurd degree. There may be legitimate reasons for de-clawing. A responsible pet owner and a competent and compassionate vet should be left alone to make the right decision for each animal. If the pet owner is irresponsible and the vet is not competent, then there are way bigger problems at play than claws. Doesn't our legal system have enough to do without this nonsense?",clawing,AGAINST,1,invalid
"My personal experience is that people are getting dumber. In the last few years, i have actually had office personnel who literally could not file- did not seem to understand the alphabet. This was unheard of twenty years ago- at least with the alleged degree of education some of these people have. During this recession, which to me does not seem to be over, i have been astounded at the many people hired who do not understand that if i want them to do a certain job, they had better perform it or they won't have a job! They are actually shocked when fired, even when given several verbal and written warnings. And of course i see typos every day in the print media, and not just low quality media either, although i suppose it is due to lack of editors or an over-reliance on spell-checker. i am getting more forgetful because of age but i still seem to have a better grasp of general things then the kids half my age. Maybe their brains are disturbed by all the things they are exposed to at much too young an age- like television or texting.",education,AGAINST,1,invalid
Management has used this same cost argument aganist every labor safety and welfare issue. I worked in the newspaper printing industry. Every safty device had to be won in a negotiated fight. Illegals have no political strength. That's why they have to accept low wages and illegal living conditions. Shame on us. We tried to do the same with the Chinese when we were done having them build our railroads and mine our gold and build Folsom Prison. They still have an area in Folsom called China Hill. That's were all the unmarked graves are of Chinese workers who died building the stone walls of Folsom.,labor,AGAINST,1,invalid
"Israel does not have its embassy in Baltimore, New York or LA because the US states that its capital is Washington DC. We put our embassies in the capital cities which are designated by the country as its capital. Only Israel is denied the right to state its own capital city. Whether the Arabs like it or not, Jerusalem is the capital of Israel and that is where all embassies should be. Other countries don't get to pick and choose where they place their embassies. It belongs in the countries' capital. Other countries don't get to choose which city that is. It is where the country's own government places it. In Israel, that is Jerusalem. That is where all embassies belong even if the Arabs don't like it.",afghanistan,AGAINST,1,invalid
"I didn't go to preschool. But kindergarten back then was mostly play, milk and cookies. My son did go to preschool because we knew that kindergarten today is more like what first/second grade used to be. In many schools, if you aren't beginning to read by the time you start kindergarten, you will be behind. Comparing Head Start kids to kids who don't attend preschool may not yield a difference. Compare Montessori or private preschool kids to kids who don't attend preschool and you will absolutely see a difference. Big difference.",reading disabilities,AGAINST,1,invalid
"This is a continuation of the ""birthers"" who still deny Barak Obama's right to be President. At some time or another, except for Native Americans, we were all ""anchor babies"". My question is how can Republicans (many of whom are ""anchor babies"") lobby to eliminate ""anchor babies"" to introduce themselves into women's wombs, and to prevent young people from competing in the world economy by denying them access to science, still support ""small government""? When will a crowd arise that shouts, ""this Emperor has no clothes!""",covert,AGAINST,1,invalid
"Do laws of prescriptive easement not apply to the road this fellow closed off? It is my understanding that if a precedent has been set by allowing people to use such a route for a certain number of years then it is nearly impossible to close such down, even if you have recently purchased it. The previous owner by allowing such access has established a route for people to get to the beach which is owned by all of us.",road,AGAINST,1,invalid
"Justices are asked questions all the time about cases that may come before the Supreme Court. That is where they have to refrain from issuing opinions prior to testimony. Unless someone is planning to take the Republican Party to Court to prevent them from naming Trump as their candidate for president, there is no reason why Justice Ginsburg should not be able to give her opinion. She can always recuse herself should the case actually materialize, but, I doubt very much that 4 members of the court would ever vote to hear whether or not the Emperor really has New Clothes.",judgments,AGAINST,1,invalid
"More than half a century ago, Robert Maynard Hutchins observed that intercollegiate athletics bears the same relation to education as bull fighting to agriculture. He then shut down the program. RMH, where are you, now that we really need you?",rhs,AGAINST,1,invalid
"I personally think that using arguments and evidence is central in any debate. However the nature of research changed with the advent of databases and google. Moreover the Internet has dramatically changed the way people discuss or just get information about public issues. Perhaps, it would be more helpful to teach students how to deal with digital tools more consciously. For example, when I was a TA, my supervisor gave to his undergraduate students a very original assignment: writing a wikipedia entry. Writing a Wikipedia article seems a simple task, it is a very challenging work because first of all it is an hypertext and references, quotations, link are central to prove both the entry is verifiable and well structured. Second, editors review all articles that are submitted and there is a group approval system to determine if content is published, or rejected in the case of plagiarism or poor quality.",text plagiarism,AGAINST,1,invalid
"Bove ignores a major factor in largeness, the direction of capital away from productive investment and into speculation. The justification of profitability as a sole measure is a basic one for consolidating banks, but with that consolidation comes direction of capital away from production and into speculative instruments. Irresponsibility came from engineering returns rather than earning them. Failure came from a quantitative analysis of investment options that valued high investment risk over productive risk.In a smaller institution this would have simply constituted fraud. In these behemoths it constitutes lingering catastrophe. We still have not freed capital from these casino operators. We who supply them with deposits and tax buffers are denied a flow of funds in interest or investment than support or employ. Flush them into a banking system that buys us jobs, not chips.",investment risk,AGAINST,1,invalid
"The casino should replace the eagle as the new symbol of America. Wait, make that a casino with a really big army. Does anyone truly think that a business that is designed to churn money and skim some off the top has an social value in an economy that so recently created value by making things? Oh wait, I'm thinking of Wall Street. We're discussing casinos? Well, I guess we can say that casinos are a really fun way to pay stupidity taxes. Yes, that's it. As your money disappears you can, like a cat, watch shiny things go around in circles and bat at them. It's a testament to how far we've come that we're willing to call employing dealers and bouncers a boon to our economy. Yes, even in areas where moon-shining is still considered a career choice.",casinos,AGAINST,1,invalid
"As soon as I get my tax break for never having had a child in any school - public, private, home or otherwise. To be clear, this proposal is nasty and mean spirited - are we so self-centered now that we do we do not want to contribute to anthing of collective benefit to society?",taxes on the elderly,AGAINST,1,invalid
"For Mr. Barghouti, the history of Israel started in 1948. Jews have been living in the area for 3900 years. The Arab/Muslims invaded and occupied Israel about 1300 years ago. During that time the Arab/ Muslims murdered and generally abused the Jewish population. After 1300 years of abuse, why does Israel have to compromise and give up land?",historical history of Israel,AGAINST,1,invalid
"The basic argument against moving the embassy to Israel's capital, where it obviously belongs, is that Arabs will react violently. This is a case of the tail wagging the dog. When we pander to threats of violence, in the long run we get more violence. The United States is the most powerful country in the world and used to be a moral force. It should do the right thing.",religion,AGAINST,1,invalid
"I never hear any mention of air conditioning in all electric cars. I know AC is a huge power user, so I really doubt electrics have any but..... for those who don't know, sitting in a car in South Florida in the summer will cause you to melt without AC . I think Houston is worse due to very high humidity. You may be willing to arrive with your blouse/shirt totally soaked and stuck to your back as you charge into the office, but what about your collegues ?",heat map,AGAINST,1,invalid
"The critics of this plan are arguing that a ratings system will hurt the people college is supposed to help most: low income, poorly prepared students. I would argue that the university system as it exists already hurts these people. My husband teaches at the University of New Orleans, where much of the student population comes from the underserved and woefully inadequate Louisiana state public education system. Although he works in a production department, he teaches history and theory, requiring his students to research and write thousands of words a semester. Even though they are juniors and seniors, most of his students don't know how to do this, so he conducts writing and research seminars for every class, every semester. Students fear his class before they take it, yet he has the highest approval rating in his department, which is one of the highest rated at the university. Despite his exemplary record teaching poorly prepared students, he was denied tenure because his publication record wasn't strong. They told him that for his position, publication was THE top priority. A university that claims to value its students actually had the gall to put this in writing.",public education,AGAINST,1,invalid
It is the same large corporate institutions that pushed for outsourcing military functions that have caused skyrocketing costs to provide basic logistics and services in forward deployed units. Civil workers are generally paid less but they get full benefits packages. Overall the cost is far less than subcontracting to a much higher paid layer of executives who take that money and then wine and dine the government hacks who make the decision on contract renewals. It's rife with corruption...,outsourcing,AGAINST,1,invalid
"America's values are captive to its foreign policy, which nearly always turns a blind eye to abusive Israeli treatment of neighboring Palestinians. This nearly unquestioning support for Israel's policies combined with Western dependence on MidEast oil, leads us further and further away from morally based policy decisions. The Obama administration embraces assassination by robots-for-hire. It may be this is the only acceptable way to deal with Islamic fanatics. However, it compounds the offense taken by foreign populations due to collateral damage (slaughtered families). The American public is then mystified as to why ""they"" hate us! I feel we already have lost any good will that might have been generated by aspiring population during the era of the ""Arab Spring"" by our arrogant treatment of these peoples. Perhaps this is naive, but I have always believed that ""you reap what you sow"". There is a darker future in the use of drones/robots. The inevitable course of action will be for government to turn robot spies and robot assassins on its own citizens. There will always be a ""security"" justification for police state behavior, and the terror we are currently turning loose abroad will return to our shores in due time.",human-robot interaction,AGAINST,1,invalid
with regards to that first comment about putting grafitti on t-shirts. ugh. graffiti belongs to the streets. it's not supposed to be marketed and profited upon. it's like those jerks who throw in extras on skateboards into cereal commercials. corporations trying to tap into subcultures which they know nothing about.,urban informatics,AGAINST,1,invalid
"Too big to fail is just one of the problems in the big banks: there are others, perhaps more troubling, such as ""too big to be prosecuted for their crimes"", ""too wealthy to be told what to do"", ""too quick to find a loophole to get around any new regulation"", ""too much political and lobbying power for a corrupt industry to have"", ""too contemptuous of the law and too interested in their own profit to have scruples about perpetrating massive fraud"", ""too full of anti-audit strategies to be found out by the auditors until years after the fraud was perpetrated"", ""too addicted to trading invisible and non-existent money and too contemptuous of actual cash"", ""too clever for their money laundering schemes to be found out.""",fraud,AGAINST,1,invalid
"On our farm I frequently employ inmates from the county jail. A couple of thoughts here, ... according to my prospective jailed employees, in every case the judge has gotten it wrong and they are not guilty. They typically are satisfactory employees until they finish their sentence and then their attendance becomes erratic and they eventually fall off of the wagon, and head back to their drugs and criminal friends. On average they lack any sort of personal motivation to improve themselves. It is a sad deal. We are all in this together with these folks. I really don't know what we can do about this dead weight in society. Are Austrailia and New Zealand still accepting prisoners?",prisoner,AGAINST,1,invalid
"Completely inaccurate. The first sentence I can see from the Facebook link alone is bull. I won't waste my time reading the rest. ""Excessive dog breeding, ear cropping and tail docking are more abusive than declawing a pet cat"". Clearly the author doesn't understand what goes on in a declaw surgery. They're amputating the toe completely so the cat has to walk on the phlanges that are NOT meant to be completely weight-bearing. A dog getting its ears or tail docked I agree is cruel but nowhere near worse than a cat being declawed. Last time I checked a dog's tail and ears aren't what bear all of their body weight when standing. Not to mention the ears are soft tissue that heals over time and has nothing to do with the dog's skeleton. The tail does involve the skeleton but would not have an effect on the dog's overall well-being once done. And excessive dog breeding? That has nothing to do with surgical procedures done on a dog or cat. That's a completely separate issue altogether. Ridiculous article.",excessive cat breeding,AGAINST,1,invalid
"Cars, electric or not, if they're intended for private ownership will always enable sprawl, and sprawl means every person consumes more resources. Electric cars will never be a better sustainability solution than a return to urban centers and transit-oriented development.",electric cars,AGAINST,1,invalid
"I'd just like to see the curriculum. Too many times, the syllabus for any given course is behavior focused with no mention of the topic material to be covered. I also have to agree with one of the commentators below. Language Arts and similar classes are not academically challenging for good readers because of the need to accommodate those who struggle. I don't object to helping those who struggle but I would certainly let my child opt out of classes where he/she does not learn anything new. I'd also opt out of the character education training, which too often, requires students to respect everyone's opinion.",character education,AGAINST,1,invalid
"I have had many clients for the fifty years I was a Psychotherapist and now that I am retired at 88 I still have friends who know that I love them and yet because of my faith do not approve of the lifestyle. The idea that Christians hate Gays is an example of those adding fuel to the fire. Most of my intelligent and gifted Gay friends agree with me that the Gays has created more of the problem than they are willing to accept or change. Gays want those of all religions and different persuasions of faith to feel, act, accept and welcome them when they in turn are not willing to act, accept and welcome those who do not agree with their life style. I believe a Gay person can be a good Catholic, as does the Pope. I believe a Gay can be a Christian, as do most of my friends in the faith, but I can ask a Gay to accept me as a sinner, imperfect and less than God wants me to be. I do not understand why a Gay has to deny that the Bible teaches that homosexuality is a sin. Just accept that.",homophily,AGAINST,1,invalid
"Yes, Iran is a threat. I do not believe, it even trusts itself. Why take so many years before doing what was asked of them? The nuclear question took too long to be answered. Why would Iran want nuclear weapons ? For whom? Defensive, offensive, that was the reason. It's a country with a religious dictatorship. Trouble for the region, and still, trouble for itself......",prophet,AGAINST,1,invalid
"No of course it should not be illegal as long as proper technique are used. A cat is a possession, it has no say in the matter. Next someone will insist that we treat animals like people and have government mandated health insurance. Just foolish.",animal-computer interaction,AGAINST,1,invalid
I wonder if we should think of parents who would prefer their children to suffer childhood illnesses that could be avoided by vaccination in the same class as those who are actively abusing their children. It seems quite similar to me.,child-robot interaction,AGAINST,1,invalid
They should not be allowed to participate if they do not attend the school. School districts have requirements to play. If a student gets low grades they are not allowed to play on a team or if they were absent from school they can't play that day. Home schooled kids would be able to circumvent the rules and might entice other athletes to do the same - leave the academic environment just to continue playing. For whatever reasons the parents chose to pull their kids from public education. The sports program is part of the education. Allowing parents to pick and choose will only harm the quality of education as a whole. With the current problems we are facing with the dwindling middle class the last thing we need is a public education system that isn't strong in academics. If parents are allowed to pull their kids from the academics and pick and choose the extra curricula activities then public schools will become a camp. Bottom line: form a home schooled league and have fun and make up your own rules.,sports,AGAINST,1,invalid
"I'm sick of proponents glorifying the benefits of outsourcing because Americans have lost their jobs, thanks to lobbyists, political leanings and Wall Streets' focus on the bottom line. There is a correlation between our high unemployment rate and outsourcing. Off-shoring is the appropriate word but when you are one of the millions whose job is gone, off-shoring and outsourcing mean the same thing: no job. The biggest fear now is that when Tea Partiers and Republicans finish taking the government apart with the rataionale of getting spending under control, unemployment may be higher. Because outsourcing has the mantra of cheapest and lowest cost, our neighbors and children pay the cost. The wages paid in India, China, Brazil are not enough to support American lifestyles, communities and housing. Having seen the devastation that outsourcing has done to communities I've traveled to, I no longer support it. The devastating cost has long outweighed the benefits.",rightism,AGAINST,1,invalid
"The United States resolutely looked the other way when Saddam Hussein, an ally, used chemical weapons against Iranians and Kurds in the 80's. Ignoring atrocities committed by allies is an established and accepted foreign policy practice so perhaps we just declare Assad an ally and call it a day.",islam,AGAINST,1,invalid
"Customs could be a better business for border towns than prisons ever were for other rural areas. That said, it looks as though the existing port of entry facilities are utterly inadequate for the volume of legitimate trade across the border.",travelling salesman problem,AGAINST,1,invalid
"First, the result of farm subsidies is cheaper food, not rich farmers. Second, farm subsidies should be reduced to help reduce the deficit, but that reduction should be proportional. Elimination of farm subsidies would dramatically affect our balance of trade, as farm exports currently help balance imports of manufactured goods.",subsidies,AGAINST,1,invalid
"""Why should a family be saddled with the tax costs of paying for public school if they receive no benefit?"" - From Ryan above. A well educated public is what leads our country to economic success, medical advancements, and a more evolved society. So perhaps if you home-school and wish to not pay taxes towards education, you should opt out of any benefit given to you that is created as a by-product of public education.",taxes,AGAINST,1,invalid
"'...food pornography, musical pornography, mental pornography...' And yet I have never been in a public library and seen a man at a computer masturbating under his coat to videos of food, music, or anything 'mental', so let's no pretend they are all the same beast, okay?",food,AGAINST,1,invalid
I just finished seeing a patient after her second attack of pancreatitis over two years. Her most recent attack was uncomplicated and an ultrasound showed a 1.8cm gallstone and multiple small gallstones only in the gallbladder. The bile ducts had no stones and there was not ultrasound abnormality of the pancreas. She had done her internet research and was adamantly convinced that she should never have her gallbladder removed. She somehow learned from the internet that the gallbladder provides necessary vitamins and nutrients and it should not be removed. I am not a gallbladder surgeon and I explained to her how the stones in the gallbladder were the cause of her pancreatitis and the treatment and prevention of more attacks is to electively remove the gallbladder surgically. I explained that drug or diet treatment to dissolve her stones is not usually successful and that there is no absolute need to keep her gallbladder for nutritional reasons. She immediately became defensive and clung even more to her miss-information. I also use the internet to diagnose things. But I stick to ordering replacement parts and fixing household objects.,metabolic turk,AGAINST,1,invalid
"MDs are not scientists. Correlation is not causation. I'd rather someone self-medicate with (preferrably legal) Marijuana. Prohibition makes hard drugs seem equivalent and risks making the gateway claims self-fulfilling. Robert Dupont, MD, from wikipedia: He claims that marijuana is ""the most dangerous drug"",[11] a claim that is at odds with current scientific consensus.[12] He served as a paid consultant for Straight, Incorporated, a ""controversial non-profit drug rehabilitation program"" for youth that was the subject of numerous allegations of abuse and which was successfully sued for false imprisonment and maltreatment.[13]",gateway claims,AGAINST,1,invalid
"The wealthy have excelled at positioning their homes so they have the best views of the ocean, the mountains, the lakes, and the forests. Isn't that enough? Why do they fell entitled to prevent anyone else from access to our natural landscape? The Romans were right, public beaches for all!",rich,AGAINST,1,invalid
"There is only a shortage of agricultural labor at current wages. Raise the wage to a fair one, and legal workers will do it. If US agriculture is unsustainable without abusive labor practices, should we continue to prop up those practices?",workplace,AGAINST,1,invalid
"Customs could be a better business for border towns than prisons ever were for other rural areas. That said, it looks as though the existing port of entry facilities are utterly inadequate for the volume of legitimate trade across the border.",port of entry,AGAINST,1,invalid
"It is getting very tiresome hearing ""experts"" such as Abrahms repeat the lie that Assad never harmed Americans. During the American occupation of Iraq, Assad sent thousands of Jihadis to kill US soldiers and Iraqi civilians. These Jihadis were responsible for the worst atrocities of the Iraq war. Only last year, Assad's chief Mufti threatened Europe with ""suicide bombers"". His father Hafez was responsible for the killing of 241 US marines in a suicide attack on their barracks in Lebanon. ""The enemy of my enemy is my friend"" is, apparently, what passes for analysis on the Middle East these days. It is a platitude by which not a single government in the Middle East has ever been known to set its policies by.",afghanistan,AGAINST,1,invalid
"If felons complete their sentences, their punishment should be over. It's bad enough that they can't get hired. Punishment continues because they can't be full citizens even though they've paid their debts to society. No wonder there is so much recidivism.",reputation,AGAINST,1,invalid
"this sounds like corpspeak non-sense by someone who who never worked in a warehouse without AC. Amazon is where it is because it does not make money - when they have to start producing a profit, lets see what happens then.",non-sense,AGAINST,1,invalid
"I don't think we're getting dumber, I just think many people today are not as enthusiastic about learning as earlier generations were. I work for an insurance company, and I am constantly taking continuing education courses. I often hear my peers make comments such as, ""I don't care what kind of score I get as long as I pass."" When I hear comments like that, I often think to myself, why would someone want to settle for ""passing""? Why not aim higher? Unfortunately, for many people, ""good"" is good enough for them.",continuing education,AGAINST,1,invalid
"The only proven gateway drug for opioid abuse is prescription opioids, which are, by the way, completely legal and handed out like candy by medical professionals. Marijuana, on the other hand, has never been proven to be a gateway drug for any further drug abuse.",drug gateway drug,AGAINST,1,invalid
"It is certainly anecdotal but my son was delivered by a midwife in a birthing center and my daughter by midwife at home. Neither was a problem, nor were either at any risk. If nothing else home births would reduce the incidence of unnecessary c-sections, which is the real scandal here.",c-section,AGAINST,1,invalid
"It is a no-brainer - of course college sports should be eliminated. They have nothing to do with education nor with college. They are simply money-machines and training facilities for professional teams. Ms. Tatum from Spelman is right on the money: college sports have nothing to do with physical fitness, except for the few so-called students who participate in those sports. The TV and sports betting world benefit far more from college sports than do the athletes.",sports education,AGAINST,1,invalid
"Simple !. We live in democracy and capitalism. Under the this two norms, we have to maintain the free competition. The other hand, financial institutions have became the indispensable organ of the nation and common economy. Administration obligate to manage this financial system work to both whole nation's economy and citizen's good. Ultimately nature will demand financial system should be under the direct control of administration. But can you accept that concept? No, so, Financial institutions should be return the position that first of all institution had began the first. First, separate again Investment bank and place under the strict jurisdiction and supervision.",financial institutions,AGAINST,1,invalid
"I see a procession of overweight, obese, and morbidly obese women in my practice which includes the cure of stress urinary incontinence. I refuse to hitch up the bladder neck of obese women (Body mass index>31). I ask them to lose 30 lbs because 30% will be cured without an operation. I have had a death in my practice because of a pulmonary embolus which is a risk of obesity. A few comply, get their BMI below 31 and I operate if they continue to have a favorable trajectory. I seem to be alone in this practice. One academic told me that if he discriminated against the obese ""he could not earn a living (sic!)"". I think M.D.'s are mostly in cahoots with the MacDonalds of the world in ignoring the obesity epidemic. I think employers should discriminate but they should start with the CEO of publicly traded corporations and media comentators. Some of the CNBC crowd is overweight. They should slim down and then go after the CEO's by publishing their BMI's. I think the effects on the general population would be rapid.",pulmonary embolus,AGAINST,1,invalid
"Excellent idea. However, I want to point out Times's blatant bias on this issue all year long, and for this 'room for debate' issue in particular. While the Times deemed it appropriate to ask a Muslim living in the UK to write on the issue (of course, pro migration) for the sake of journalistic integrity the Room for debate should have also hosted the point of view of a native European citizen from any country who opposes it. It has come to the point that the people with the most to loose and with all the rights, are pushed aside, their rights and opinions discarded.",political science,AGAINST,1,invalid
"Totally agree with this view, but I have not heard any comments pertaining the posture of Big Farming and their supporters. Regardless I will gladly pay the higher price of vegetables if I new it helps a family owned business.","""farmersposture""",AGAINST,1,invalid
"The choice of whether to breastfeed is of little consequence to others. Not to vaccinate one's children places others at risk, particularly other children and health-compromised adults. The analogy used by the author doesn't hold up. I'm also willing to bet that in Norway the overwhelming majority of young children are inoculated.",health-compromised adults,AGAINST,1,invalid
"Dual citizenship shows a hedged bet, a lack of commitment to the United States, as one of the turncoat, Harvard-educated Facebook billionaires demonstrated yesterday when the tax bill was coming due. This ex-American-Brazilian is now just Brazilian (not so bad) and living the high life in Singapore. Greed personified. Dual-nationals don't have a true allegiance to either country. I don't think the United States really needs anyone who wants to hedge their bet on American citizenship for any reason, but we especially do not need jerks to make billions here thanks to the United States and then skip town when the taxes come due. Once they renounce, do not let them back in.",brazilian dual citizenship,AGAINST,1,invalid
"Vegans are disproportionately female, white, liberal, highly educated, active, and wealthy. All six of these factors dramatically increase life expectancy. Moreover, vegans are especially careful about what they eat and pay much more attention to nutrition than ordinary Americans. They are far more likely to eat organic vegetables and far less likely to eat fries and hostess cupcakes. And then there's the fact that unhealthy lifestyles like smoking or veganism tend to lead to weight loss, which masks many of the health effects. If veganism had no health effects whatsoever, we would expect vegans to live much longer and be much, much healthier. The fact that vegans aren't healthier--and may even be significantly less healthy--means that veganism is probably a pretty unhealthy lifestyle.",fat,AGAINST,1,invalid
"Censorship might have a chilling effect, but so doesn't a generation of young people smoking weed and looking at porn on the internet. In the grand scheme of things, freedom is a relative concept that younger generations will have to accept. Individual rights ultimately will never trump responsibility for the greater good of us all, no matter how much the techies/hippies would like that.",internet age,AGAINST,1,invalid
"There is a solution to the illegal immigration problem which could be implemented quickly and with just one new law. Make all unskilled and semi-skilled work in this country restricted to members of unions under contract with any and all employers who hire employees for that kind of work. This would assure that only those documented could work and no employers could escape paying decent wages and the safe working conditions by who they hire, anymore. Eliminate the incentive to exploit undocumented labor and thus end the lure of jobs that attract the vast numbers of people who are entering this country.",illegal immigrant workers,AGAINST,1,invalid
"Thoughts: ""I hope we shall take warning from the example and crush in it's [sic] birth the aristocracy of our monied corporations which dare already to challenge our government to a trial of strength and bid defiance to the laws our country."" Thomas Jefferson, in a letter to George Logan, Nov. 12th, 1816 (""the example"" is England...) ""History records that the money changers have used every form of abuse, intrigue, deceit, and violent means possible to maintain their control over governments.""-- James Madison ""Money has no motherland. Financiers know no patriotism, no decency, only gain.""-Napoleon",government,AGAINST,1,invalid
"I'm a nonfarmer living in Iowa and the subsidies must be cut. The corn and soy farmers I know all vote Republican and at the same time are eager for their government checks. All see their checks as an entitlement, after all they are honest, hard working, Protestant whites, not like those welfare bums in big cities and on the coasts.",subsidies,AGAINST,1,invalid
"Those who privatize access to our shore lines are the first in line for public assistance when floods and hurricanes damage their private refuge. I live on the Boise River in an area that has kept access open to the public. Just downstream, a fence cuts off access to the river thanks to a handful of homeowners have turned the banks of the river into their private back yard. This would be impossible without the publicly funded Corp of Engineers and other public agencies that control river levels through dams and regulations. Last time the river became a bit unruly, the national guard was called out to move earth and place sandbags to protect these areas. If you receive or need public help, then you need to provide public access.",private waterfront,AGAINST,1,invalid
